timestamp,metric
1769729810.3145878,"{'user': 0.9114583333333334, 'system': 1.6927083333333333, 'idle': 97.39583333333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729811.3148665,"{'user': 1.9607843137254901, 'system': 2.0915032679738563, 'idle': 95.94771241830065, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729812.3154602,"{'user': 5.721716514954486, 'system': 2.730819245773732, 'idle': 91.54746423927178, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729813.315694,"{'user': 3.2467532467532467, 'system': 1.2987012987012987, 'idle': 95.45454545454545, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729814.3163364,"{'user': 16.297262059973924, 'system': 2.346805736636245, 'idle': 81.35593220338983, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729815.316702,"{'user': 6.901041666666667, 'system': 3.6458333333333335, 'idle': 89.453125, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729816.317059,"{'user': 8.062418725617686, 'system': 2.4707412223667102, 'idle': 89.4668400520156, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729817.3177447,"{'user': 9.375, 'system': 5.859375, 'idle': 84.765625, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729818.3184469,"{'user': 7.8125, 'system': 2.0833333333333335, 'idle': 90.10416666666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729819.3185487,"{'user': 4.057591623036649, 'system': 4.5811518324607325, 'idle': 91.36125654450262, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729820.318689,"{'user': 2.2020725388601035, 'system': 1.6839378238341969, 'idle': 96.11398963730569, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729821.3192122,"{'user': 12.890625, 'system': 4.427083333333333, 'idle': 82.68229166666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729822.3201637,"{'user': 9.114583333333334, 'system': 4.6875, 'idle': 86.19791666666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729823.3206785,"{'user': 6.119791666666667, 'system': 3.125, 'idle': 90.75520833333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729824.3212059,"{'user': 7.161458333333333, 'system': 6.119791666666667, 'idle': 86.71875, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729825.3218157,"{'user': 21.744791666666668, 'system': 5.208333333333333, 'idle': 73.046875, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729826.3221874,"{'user': 6.25, 'system': 4.166666666666667, 'idle': 89.58333333333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729827.3230793,"{'user': 11.588541666666666, 'system': 3.6458333333333335, 'idle': 84.765625, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729828.323207,"{'user': 4.036458333333333, 'system': 2.34375, 'idle': 93.61979166666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729829.3235772,"{'user': 1.4322916666666667, 'system': 3.3854166666666665, 'idle': 95.18229166666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729830.3239954,"{'user': 11.848958333333334, 'system': 7.421875, 'idle': 80.72916666666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729831.3249385,"{'user': 5.208333333333333, 'system': 4.817708333333333, 'idle': 89.97395833333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729832.3252084,"{'user': 2.3346303501945527, 'system': 1.9455252918287937, 'idle': 95.71984435797665, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729833.3253222,"{'user': 14.732724902216427, 'system': 2.346805736636245, 'idle': 82.92046936114733, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729834.3254569,"{'user': 6.25, 'system': 0.78125, 'idle': 92.96875, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729835.326176,"{'user': 3.125, 'system': 1.3020833333333333, 'idle': 95.57291666666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729836.326389,"{'user': 4.113110539845758, 'system': 2.3136246786632393, 'idle': 93.573264781491, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729837.327597,"{'user': 2.1080368906455864, 'system': 1.5810276679841897, 'idle': 96.31093544137022, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729838.3277047,"{'user': 2.2135416666666665, 'system': 1.3020833333333333, 'idle': 96.484375, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729839.328522,"{'user': 2.831402831402831, 'system': 3.2175032175032174, 'idle': 93.95109395109395, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729840.3297095,"{'user': 2.6178010471204187, 'system': 1.1780104712041886, 'idle': 96.20418848167539, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729841.3305168,"{'user': 2.9792746113989637, 'system': 1.5544041450777202, 'idle': 95.46632124352331, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729842.3312485,"{'user': 2.0833333333333335, 'system': 1.3020833333333333, 'idle': 96.61458333333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729843.33168,"{'user': 4.563233376792699, 'system': 2.0860495436766624, 'idle': 93.35071707953064, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729844.3320522,"{'user': 2.080624187256177, 'system': 1.3003901170351104, 'idle': 96.61898569570872, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729845.332464,"{'user': 3.90625, 'system': 1.3020833333333333, 'idle': 94.79166666666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729846.332564,"{'user': 2.6143790849673203, 'system': 1.9607843137254901, 'idle': 95.42483660130719, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729847.3332078,"{'user': 3.8910505836575875, 'system': 3.8910505836575875, 'idle': 92.21789883268482, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729848.3333344,"{'user': 8.072916666666666, 'system': 2.6041666666666665, 'idle': 89.32291666666667, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729849.3334656,"{'user': 1.953125, 'system': 1.4322916666666667, 'idle': 96.61458333333333, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729850.3336124,"{'user': 3.1372549019607843, 'system': 2.8758169934640523, 'idle': 93.98692810457516, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729851.3338392,"{'user': 3.761348897535668, 'system': 2.853437094682231, 'idle': 93.3852140077821, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729852.3345973,"{'user': 3.524804177545692, 'system': 2.2193211488250655, 'idle': 94.25587467362924, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
1769729853.3350177,"{'user': 2.987012987012987, 'system': 1.6883116883116882, 'idle': 95.32467532467533, 'nice': 0.0, 'iowait': 0.0, 'irq': 0.0, 'softirq': 0.0, 'steal': 0.0}"
